Sale Key,City Key,Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items
79877,44316,297,60,2018-09-12,2018-09-14,3,24556,100,33.0,15,3300.0,495.0,1800.0,3795.0,100,0
79994,87114,397,56,2018-09-13,2018-09-16,14,24596,100,112.0,15,11200.0,1680.0,5300.0,12880.0,100,0
80341,76129,360,33,2018-09-14,2018-09-16,13,24703,100,0.95,15,95.0,14.25,50.0,109.25,100,0
84096,68728,245,59,2018-10-04,2018-10-05,6,25849,100,108.0,15,10800.0,1620.0,9200.0,12420.0,100,0
84675,77410,393,37,2018-10-07,2018-10-08,6,26029,100,2.74,15,274.0,41.1,154.0,315.1,100,0
85233,63227,237,41,2018-10-09,2018-10-10,8,26191,100,1.05,15,105.0,15.75,50.0,120.75,100,0
85303,39562,240,8,2018-10-11,2018-10-12,15,26218,100,4.3,15,430.0,64.5,225.0,494.5,100,0
87430,39504,218,36,2018-10-22,2018-10-25,15,26874,100,3.5,15,350.0,52.5,160.0,402.5,100,0
90599,47673,256,4,2018-11-04,2018-11-05,3,27856,100,12.5,15,1250.0,187.5,650.0,1437.5,100,0
93371,46952,225,58,2018-11-19,2018-11-20,6,28713,100,22.0,15,2200.0,330.0,1210.0,2530.0,100,0
95247,96152,309,40,2018-12-01,2018-12-08,6,29297,100,1.11,15,111.0,16.65,51.0,127.65,100,0
95785,78038,299,64,2018-12-03,2018-12-04,15,29459,100,15.0,15,1500.0,225.0,750.0,1725.0,100,0
99173,89618,310,52,2018-12-21,2018-12-22,7,30510,100,29.0,15,2900.0,435.0,1700.0,3335.0,100,0
102103,86471,235,37,2019-01-05,2019-01-06,16,31421,100,2.74,15,274.0,41.1,154.0,315.1,100,0
108047,87826,324,65,2019-02-11,2019-02-12,8,33270,100,24.0,15,2400.0,360.0,1100.0,2760.0,100,0
109621,97958,240,8,2019-02-20,2019-02-21,15,33765,100,4.3,15,430.0,64.5,225.0,494.5,100,0
175983,108864,297,217,2020-01-29,2020-01-31,3,54267,100,18.5,15,1850.0,277.5,725.0,2127.5,100,0
177759,84046,378,42,2020-02-06,2020-02-07,16,54819,100,2.55,15,255.0,38.25,145.0,293.25,100,0
178108,49016,312,54,2020-02-08,2020-02-09,15,54930,100,42.0,15,4200.0,630.0,1900.0,4830.0,100,0
178225,84011,283,53,2020-02-08,2020-02-09,16,54965,100,99.0,15,9900.0,1485.0,5400.0,11385.0,100,0
183116,113642,218,39,2020-03-05,2020-03-06,15,56466,100,1.14,15,114.0,17.1,58.0,131.1,100,0
189574,62500,298,66,2020-04-03,2020-04-04,8,58456,100,20.0,15,2000.0,300.0,1000.0,2300.0,100,0
189879,80352,257,217,2020-04-05,2020-04-06,16,58550,100,18.5,15,1850.0,277.5,725.0,2127.5,100,0
189880,80352,257,35,2020-04-05,2020-04-06,16,58550,100,2.04,15,204.0,30.6,99.0,234.6,100,0
190984,59913,396,1,2020-04-11,2020-04-12,8,58890,100,50.0,15,5000.0,750.0,2400.0,5750.0,100,0
191119,84694,354,48,2020-04-11,2020-04-12,13,58932,100,48.0,15,4800.0,720.0,2500.0,5520.0,100,0
191360,94308,220,58,2020-04-14,2020-04-15,8,59008,100,22.0,15,2200.0,330.0,1210.0,2530.0,100,0
191954,101061,370,30,2020-04-15,2020-04-16,8,59180,100,3.5,15,350.0,52.5,170.0,402.5,100,0
194116,68640,313,42,2020-04-29,2020-05-02,6,59861,100,2.55,15,255.0,38.25,145.0,293.25,100,0
194760,112962,253,56,2020-05-01,2020-05-07,3,60058,100,112.0,15,11200.0,1680.0,5300.0,12880.0,100,0
195191,100428,308,52,2020-05-03,2020-05-04,16,60195,100,29.0,15,2900.0,435.0,1700.0,3335.0,100,0
197265,114022,310,217,2020-05-15,2020-05-16,7,60838,100,18.5,15,1850.0,277.5,725.0,2127.5,100,0
126926,47424,392,59,2019-05-23,2019-05-24,7,39079,100,108.0,15,10800.0,1620.0,9200.0,12420.0,100,0
127928,41497,253,43,2019-05-28,2019-05-31,3,39388,100,1.05,15,105.0,15.75,50.0,120.75,100,0
128672,44751,320,37,2019-06-03,2019-06-04,13,39633,100,2.74,15,274.0,41.1,154.0,315.1,100,0
129030,52871,352,4,2019-06-05,2019-06-06,15,39743,100,12.5,15,1250.0,187.5,650.0,1437.5,100,0
133780,99099,205,41,2019-07-01,2019-07-09,16,41209,100,1.05,15,105.0,15.75,50.0,120.75,100,0
135306,56047,311,58,2019-07-08,2019-07-09,15,41673,100,22.0,15,2200.0,330.0,1210.0,2530.0,100,0
141435,72743,398,57,2019-08-10,2019-08-11,3,43565,100,37.0,15,3700.0,555.0,2300.0,4255.0,100,0
145323,54571,386,53,2019-08-30,2019-09-05,16,44762,100,99.0,15,9900.0,1485.0,5400.0,11385.0,100,0
146174,83476,388,43,2019-09-02,2019-09-03,13,45022,100,1.05,15,105.0,15.75,50.0,120.75,100,0
147700,83290,322,42,2019-09-08,2019-09-09,8,45486,100,2.55,15,255.0,38.25,145.0,293.25,100,0
152718,74843,301,47,2019-10-05,2019-10-06,8,47046,100,105.0,15,10500.0,1575.0,5800.0,12075.0,100,0
153079,93646,213,39,2019-10-07,2019-10-08,7,47164,100,1.14,15,114.0,17.1,58.0,131.1,100,0
155446,62500,298,37,2019-10-19,2019-10-20,8,47897,100,2.74,15,274.0,41.1,154.0,315.1,100,0
155609,88060,261,35,2019-10-19,2019-10-20,13,47945,100,2.04,15,204.0,30.6,99.0,234.6,100,0
155893,84694,354,4,2019-10-20,2019-10-21,13,48029,100,12.5,15,1250.0,187.5,650.0,1437.5,100,0
156567,101061,370,57,2019-10-23,2019-10-24,8,48235,100,37.0,15,3700.0,555.0,2300.0,4255.0,100,0
161871,77532,349,58,2019-11-18,2019-11-19,15,49873,100,22.0,15,2200.0,330.0,1210.0,2530.0,100,0
163390,38343,401,34,2019-11-28,2019-11-30,15,50344,100,2.1,15,210.0,31.5,100.0,241.5,100,0
164009,111804,259,47,2019-11-29,2019-12-03,8,50538,100,105.0,15,10500.0,1575.0,5800.0,12075.0,100,0
167558,95541,335,59,2019-12-15,2019-12-16,8,51645,100,108.0,15,10800.0,1620.0,9200.0,12420.0,100,0
171313,93646,213,39,2020-01-03,2020-01-04,7,52804,100,1.14,15,114.0,17.1,58.0,131.1,100,0
173833,44863,264,8,2020-01-17,2020-01-18,13,53581,100,4.3,15,430.0,64.5,225.0,494.5,100,0
174236,80662,357,56,2020-01-19,2020-01-20,13,53706,100,112.0,15,11200.0,1680.0,5300.0,12880.0,100,0
175591,93646,213,58,2020-01-26,2020-01-27,7,54141,100,22.0,15,2200.0,330.0,1210.0,2530.0,100,0
198865,110203,250,37,2020-05-23,2020-05-24,8,61342,100,2.74,15,274.0,41.1,154.0,315.1,100,0
199097,109405,217,37,2020-05-24,2020-05-25,15,61409,100,2.74,15,274.0,41.1,154.0,315.1,100,0
200200,53016,280,67,2020-05-29,2020-05-30,15,61761,100,4.5,15,450.0,67.5,230.0,517.5,100,0
206496,69191,286,8,2020-07-03,2020-07-04,6,63735,100,4.3,15,430.0,64.5,225.0,494.5,100,0
206545,91770,316,47,2020-07-04,2020-07-05,13,63753,100,105.0,15,10500.0,1575.0,5800.0,12075.0,100,0
207028,112962,253,40,2020-07-07,2020-07-08,3,63906,100,1.11,15,111.0,16.65,51.0,127.65,100,0
208112,51780,348,33,2020-07-12,2020-07-13,6,64241,100,0.95,15,95.0,14.25,50.0,109.25,100,0
209971,57592,216,217,2020-07-23,2020-07-24,8,64841,100,18.5,15,1850.0,277.5,725.0,2127.5,100,0
211661,100507,288,217,2020-07-31,2020-08-06,16,65371,100,18.5,15,1850.0,277.5,725.0,2127.5,100,0
213915,90614,346,53,2020-08-13,2020-08-14,6,66068,100,99.0,15,9900.0,1485.0,5400.0,11385.0,100,0
213949,80662,357,39,2020-08-13,2020-08-14,13,66078,100,1.14,15,114.0,17.1,58.0,131.1,100,0
216180,94861,243,4,2020-08-24,2020-08-25,16,66764,100,12.5,15,1250.0,187.5,650.0,1437.5,100,0
221970,81238,300,57,2020-09-24,2020-09-25,15,68586,100,37.0,15,3700.0,555.0,2300.0,4255.0,100,0
225099,111048,362,38,2020-10-08,2020-10-09,8,69537,100,1.28,15,128.0,19.2,68.0,147.2,100,0
225217,78038,299,2,2020-10-09,2020-10-10,15,69574,100,37.5,15,3750.0,562.5,1950.0,4312.5,100,0
225351,113196,295,36,2020-10-10,2020-10-11,7,69610,100,3.5,15,350.0,52.5,160.0,402.5,100,0
225955,85883,262,4,2020-10-11,2020-10-12,13,69791,100,12.5,15,1250.0,187.5,650.0,1437.5,100,0
228012,96334,291,48,2020-10-22,,14,70436,100,48.0,15,4800.0,720.0,2500.0,5520.0,100,0
228050,109856,383,33,2020-10-22,,13,70447,100,0.95,15,95.0,14.25,50.0,109.25,100,0
5075,58076,213,36,2017-06-22,2017-06-25,7,1591,50,3.5,15,175.0,26.25,80.0,201.25,50,0
9475,51573,336,11,2017-07-26,2017-07-30,8,2915,50,1.89,15,94.5,14.18,49.5,108.68,50,0
9662,69146,224,38,2017-07-27,2017-08-01,6,2971,50,1.28,15,64.0,9.6,34.0,73.6,50,0
10199,61239,309,62,2017-07-29,2017-08-06,6,3134,50,105.0,15,5250.0,787.5,2450.0,6037.5,50,0
26663,49967,327,60,2017-11-01,2017-11-04,16,8211,50,33.0,15,1650.0,247.5,900.0,1897.5,50,0
28558,57335,350,50,2017-11-11,2017-11-13,16,8799,50,102.0,15,5100.0,765.0,2350.0,5865.0,50,0
31594,40225,379,40,2017-11-27,2017-11-30,16,9735,50,1.11,15,55.5,8.33,25.5,63.83,50,0
31597,66646,278,35,2017-11-27,2017-12-03,8,9736,50,2.04,15,102.0,15.3,49.5,117.3,50,0
32772,68640,313,57,2017-12-03,2017-12-04,6,10103,50,37.0,15,1850.0,277.5,1150.0,2127.5,50,0
35434,84327,387,38,2017-12-18,2017-12-19,8,10927,50,1.28,15,64.0,9.6,34.0,73.6,50,0
37928,66241,317,51,2018-01-03,2018-01-04,8,11712,50,45.0,15,2250.0,337.5,1200.0,2587.5,50,0
38945,46952,225,62,2018-01-10,2018-01-11,6,12025,50,105.0,15,5250.0,787.5,2450.0,6037.5,50,0
39873,47188,210,64,2018-01-15,2018-01-16,3,12318,50,15.0,15,750.0,112.5,375.0,862.5,50,0
40671,86471,235,41,2018-01-20,2018-01-21,16,12568,50,1.05,15,52.5,7.88,25.0,60.38,50,0
41360,68640,313,53,2018-01-25,2018-01-26,6,12779,50,99.0,15,4950.0,742.5,2700.0,5692.5,50,0
41670,79797,263,64,2018-01-27,2018-01-30,13,12876,50,15.0,15,750.0,112.5,375.0,862.5,50,0
41969,83400,207,48,2018-01-28,2018-02-01,8,12971,50,48.0,15,2400.0,360.0,1250.0,2760.0,50,0
43260,57834,269,217,2018-02-05,2018-02-07,6,13361,50,18.5,15,925.0,138.75,362.5,1063.75,50,0
43284,38288,244,47,2018-02-07,2018-02-08,15,13371,50,105.0,15,5250.0,787.5,2900.0,6037.5,50,0
46351,88082,383,55,2018-02-23,2018-02-24,13,14302,50,26.0,15,1300.0,195.0,450.0,1495.0,50,0
51413,88082,383,40,2018-03-26,2018-03-29,13,15853,50,1.11,15,55.5,8.33,25.5,63.83,50,0
51788,40257,203,54,2018-03-28,2018-04-03,16,15966,50,42.0,15,2100.0,315.0,950.0,2415.0,50,0
53171,57592,216,1,2018-04-05,2018-04-06,8,16371,50,50.0,15,2500.0,375.0,1200.0,2875.0,50,0
53777,81400,260,62,2018-04-09,2018-04-10,15,16558,50,105.0,15,5250.0,787.5,2450.0,6037.5,50,0
55101,54121,314,4,2018-04-16,2018-04-18,15,16963,50,12.5,15,625.0,93.75,325.0,718.75,50,0
55915,57489,330,10,2018-04-20,2018-04-23,8,17216,50,2.4,15,120.0,18.0,60.0,138.0,50,0
59688,83121,336,10,2018-05-16,2018-05-17,8,18383,50,2.4,15,120.0,18.0,60.0,138.0,50,0
111490,76069,395,59,2019-03-03,2019-03-11,13,34335,50,108.0,15,5400.0,810.0,4600.0,6210.0,50,0
115094,53016,280,57,2019-03-22,2019-03-23,15,35440,50,37.0,15,1850.0,277.5,1150.0,2127.5,50,0
115128,102390,296,62,2019-03-22,2019-03-23,16,35449,50,105.0,15,5250.0,787.5,2450.0,6037.5,50,0
115554,95541,335,56,2019-03-22,2019-03-24,8,35578,50,112.0,15,5600.0,840.0,2650.0,6440.0,50,0
116988,84465,293,38,2019-03-28,2019-04-01,15,36019,50,1.28,15,64.0,9.6,34.0,73.6,50,0
117143,88100,358,60,2019-03-29,2019-04-03,13,36069,50,33.0,15,1650.0,247.5,900.0,1897.5,50,0
117252,77088,281,66,2019-03-29,2019-04-01,3,36104,50,20.0,15,1000.0,150.0,500.0,1150.0,50,0
119246,97958,240,10,2019-04-10,2019-04-11,15,36702,50,2.4,15,120.0,18.0,60.0,138.0,50,0
121063,81012,209,39,2019-04-23,2019-04-24,13,37269,50,1.14,15,57.0,8.55,29.0,65.55,50,0
121568,88060,261,37,2019-04-25,2019-04-26,13,37419,50,2.74,15,137.0,20.55,77.0,157.55,50,0
122614,44439,273,41,2019-05-02,2019-05-03,3,37740,50,1.05,15,52.5,7.88,25.0,60.38,50,0
124380,67174,337,37,2019-05-10,2019-05-11,6,38290,50,2.74,15,137.0,20.55,77.0,157.55,50,0
124820,69191,286,43,2019-05-12,2019-05-13,6,38421,50,1.05,15,52.5,7.88,25.0,60.38,50,0
64849,46186,212,48,2018-06-13,2018-06-14,15,19947,50,48.0,15,2400.0,360.0,1250.0,2760.0,50,0
65923,44724,226,62,2018-06-20,2018-06-22,13,20281,50,105.0,15,5250.0,787.5,2450.0,6037.5,50,0
67075,46186,212,52,2018-06-27,2018-07-03,15,20643,50,29.0,15,1450.0,217.5,850.0,1667.5,50,0
68167,67032,390,43,2018-07-03,2018-07-04,6,20986,50,1.05,15,52.5,7.88,25.0,60.38,50,0
69595,67174,337,37,2018-07-11,2018-07-12,6,21432,50,2.74,15,137.0,20.55,77.0,157.55,50,0
72784,41497,253,48,2018-08-01,2018-08-02,3,22392,50,48.0,15,2400.0,360.0,1250.0,2760.0,50,0
76859,78610,213,33,2018-08-25,2018-08-29,7,23642,50,0.95,15,47.5,7.13,25.0,54.63,50,0
78485,57489,330,40,2018-09-02,2018-09-03,8,24128,50,1.11,15,55.5,8.33,25.5,63.83,50,0
79700,80809,369,60,2018-09-09,2018-09-10,13,24501,50,33.0,15,1650.0,247.5,900.0,1897.5,50,0
80426,76069,395,217,2018-09-14,2018-09-15,13,24728,50,18.5,15,925.0,138.75,362.5,1063.75,50,0
83349,66579,339,57,2018-09-30,2018-10-08,8,25622,50,37.0,15,1850.0,277.5,1150.0,2127.5,50,0
83702,87114,397,10,2018-10-01,2018-10-10,14,25730,50,2.4,15,120.0,18.0,60.0,138.0,50,0
87126,81798,255,58,2018-10-21,2018-10-23,14,26786,50,22.0,15,1100.0,165.0,605.0,1265.0,50,0
89598,80809,369,2,2018-11-01,2018-11-02,13,27543,50,37.5,15,1875.0,281.25,975.0,2156.25,50,0
90400,87673,223,50,2018-11-04,2018-11-06,3,27794,50,102.0,15,5100.0,765.0,2350.0,5865.0,50,0
93659,72743,398,60,2018-11-23,2018-11-24,3,28805,50,33.0,15,1650.0,247.5,900.0,1897.5,50,0
95990,92526,252,40,2018-12-04,2018-12-05,7,29518,50,1.11,15,55.5,8.33,25.5,63.83,50,0
100839,82686,236,37,2018-12-29,2019-01-04,15,31024,50,2.74,15,137.0,20.55,77.0,157.55,50,0
101518,49016,312,58,2019-01-02,2019-01-03,15,31237,50,22.0,15,1100.0,165.0,605.0,1265.0,50,0
102101,86471,235,11,2019-01-05,2019-01-06,16,31421,50,1.89,15,94.5,14.18,49.5,108.68,50,0
104460,97194,302,48,2019-01-19,2019-01-20,14,32159,50,48.0,15,2400.0,360.0,1250.0,2760.0,50,0
104857,85883,262,67,2019-01-21,2019-01-22,13,32275,50,4.5,15,225.0,33.75,115.0,258.75,50,0
105893,96249,326,55,2019-01-28,2019-01-31,6,32608,50,26.0,15,1300.0,195.0,450.0,1495.0,50,0
106159,41497,253,1,2019-01-31,2019-02-08,3,32690,50,50.0,15,2500.0,375.0,1200.0,2875.0,50,0
179372,104305,353,52,2020-02-13,2020-02-14,16,55315,50,29.0,15,1450.0,217.5,850.0,1667.5,50,0
182140,66646,278,67,2020-02-28,2020-02-29,8,56167,50,4.5,15,225.0,33.75,115.0,258.75,50,0
185594,40704,399,52,2020-03-15,2020-03-16,3,57219,50,29.0,15,1450.0,217.5,850.0,1667.5,50,0
187099,99567,367,39,2020-03-22,2020-03-23,13,57683,50,1.14,15,57.0,8.55,29.0,65.55,50,0
187564,111898,371,62,2020-03-25,2020-03-26,8,57828,50,105.0,15,5250.0,787.5,2450.0,6037.5,50,0
187872,51652,333,37,2020-03-26,2020-03-27,8,57924,50,2.74,15,137.0,20.55,77.0,157.55,50,0
187875,51652,333,56,2020-03-26,2020-03-27,8,57924,50,112.0,15,5600.0,840.0,2650.0,6440.0,50,0
190325,87114,397,66,2020-04-08,2020-04-09,14,58688,50,20.0,15,1000.0,150.0,500.0,1150.0,50,0
190646,52862,355,53,2020-04-10,2020-04-11,15,58785,50,99.0,15,4950.0,742.5,2700.0,5692.5,50,0
191735,98158,227,10,2020-04-15,2020-04-16,13,59120,50,2.4,15,120.0,18.0,60.0,138.0,50,0
192521,77866,211,38,2020-04-18,2020-04-19,13,59358,50,1.28,15,64.0,9.6,34.0,73.6,50,0
194544,114022,310,52,2020-04-30,2020-05-03,7,59988,50,29.0,15,1450.0,217.5,850.0,1667.5,50,0
194763,112962,253,53,2020-05-01,2020-05-07,3,60058,50,99.0,15,4950.0,742.5,2700.0,5692.5,50,0
196109,110203,250,1,2020-05-09,2020-05-10,8,60481,50,50.0,15,2500.0,375.0,1200.0,2875.0,50,0
126990,69191,286,65,2019-05-23,2019-05-24,6,39098,50,24.0,15,1200.0,180.0,550.0,1380.0,50,0
129669,41466,384,43,2019-06-08,2019-06-09,3,39940,50,1.05,15,52.5,7.88,25.0,60.38,50,0
134094,80089,270,66,2019-07-02,2019-07-03,8,41306,50,20.0,15,1000.0,150.0,500.0,1150.0,50,0
137546,72743,398,34,2019-07-19,2019-07-20,3,42359,50,2.1,15,105.0,15.75,50.0,120.75,50,0
138629,83631,359,53,2019-07-27,2019-07-29,15,42691,50,99.0,15,4950.0,742.5,2700.0,5692.5,50,0
145548,65272,285,35,2019-08-31,2019-09-07,8,44828,50,2.04,15,102.0,15.3,49.5,117.3,50,0
146840,72743,398,32,2019-09-05,2019-09-06,3,45224,50,0.66,15,33.0,4.95,15.0,37.95,50,0
151307,102374,203,62,2019-09-27,2019-09-28,16,46607,50,105.0,15,5250.0,787.5,2450.0,6037.5,50,0
152070,77088,281,48,2019-10-01,2019-10-06,3,46843,50,48.0,15,2400.0,360.0,1250.0,2760.0,50,0
156928,79066,371,53,2019-10-25,2019-10-26,8,48347,50,99.0,15,4950.0,742.5,2700.0,5692.5,50,0
157871,102100,381,50,2019-10-28,2019-10-31,16,48633,50,102.0,15,5100.0,765.0,2350.0,5865.0,50,0
159150,91770,316,38,2019-11-03,2019-11-04,13,49024,50,1.28,15,64.0,9.6,34.0,73.6,50,0
159918,84694,354,59,2019-11-08,2019-11-09,13,49262,50,108.0,15,5400.0,810.0,4600.0,6210.0,50,0
160117,99036,340,40,2019-11-09,2019-11-10,16,49325,50,1.11,15,55.5,8.33,25.5,63.83,50,0
161104,77410,393,65,2019-11-15,2019-11-16,6,49647,50,24.0,15,1200.0,180.0,550.0,1380.0,50,0
163008,101020,233,58,2019-11-24,2019-11-25,8,50219,50,22.0,15,1100.0,165.0,605.0,1265.0,50,0
163503,76069,395,4,2019-11-28,2019-11-29,13,50380,50,12.5,15,625.0,93.75,325.0,718.75,50,0
165636,106631,282,55,2019-12-07,2019-12-08,6,51044,50,26.0,15,1300.0,195.0,450.0,1495.0,50,0
167926,94861,243,38,2019-12-17,2019-12-18,16,51760,50,1.28,15,64.0,9.6,34.0,73.6,50,0
170622,98906,351,34,2019-12-30,2020-01-03,8,52587,50,2.1,15,105.0,15.75,50.0,120.75,50,0
171693,69146,224,65,2020-01-04,2020-01-05,6,52918,50,24.0,15,1200.0,180.0,550.0,1380.0,50,0
172586,94935,277,41,2020-01-10,2020-01-11,16,53198,50,1.05,15,52.5,7.88,25.0,60.38,50,0
172773,111746,345,4,2020-01-11,2020-01-12,8,53255,50,12.5,15,625.0,93.75,325.0,718.75,50,0
173832,44863,264,32,2020-01-17,2020-01-18,13,53581,50,0.66,15,33.0,4.95,15.0,37.95,50,0
198854,77532,349,32,2020-05-23,2020-05-24,15,61339,50,0.66,15,33.0,4.95,15.0,37.95,50,0
198905,80809,369,54,2020-05-23,2020-05-24,13,61354,50,42.0,15,2100.0,315.0,950.0,2415.0,50,0
202088,81941,232,39,2020-06-06,2020-06-07,14,62334,50,1.14,15,57.0,8.55,29.0,65.55,50,0
202640,81839,289,64,2020-06-10,2020-06-11,14,62513,50,15.0,15,750.0,112.5,375.0,862.5,50,0
205094,49413,382,66,2020-06-25,2020-06-26,6,63283,50,20.0,15,1000.0,150.0,500.0,1150.0,50,0
205586,77321,248,36,2020-06-26,2020-06-27,6,63435,50,3.5,15,175.0,26.25,80.0,201.25,50,0
206102,108988,273,67,2020-07-01,2020-07-07,3,63609,50,4.5,15,225.0,33.75,115.0,258.75,50,0
206340,69146,224,54,2020-07-02,2020-07-03,6,63682,50,42.0,15,2100.0,315.0,950.0,2415.0,50,0
209303,78038,299,32,2020-07-18,2020-07-19,15,64630,50,0.66,15,33.0,4.95,15.0,37.95,50,0
210502,108290,281,57,2020-07-24,2020-07-25,3,65004,50,37.0,15,1850.0,277.5,1150.0,2127.5,50,0
211032,109834,261,56,2020-07-27,2020-07-29,13,65171,50,112.0,15,5600.0,840.0,2650.0,6440.0,50,0
212893,99036,340,8,2020-08-08,2020-08-09,16,65760,50,4.3,15,215.0,32.25,112.5,247.25,50,0
213192,111048,362,47,2020-08-10,2020-08-11,8,65850,50,105.0,15,5250.0,787.5,2900.0,6037.5,50,0
214852,113196,295,34,2020-08-19,2020-08-20,7,66354,50,2.1,15,105.0,15.75,50.0,120.75,50,0
218250,49062,229,11,2020-09-04,2020-09-05,15,67423,50,1.89,15,94.5,14.18,49.5,108.68,50,0
220189,83631,359,43,2020-09-13,2020-09-14,15,68034,50,1.05,15,52.5,7.88,25.0,60.38,50,0
221912,96249,326,38,2020-09-21,2020-09-22,6,68562,50,1.28,15,64.0,9.6,34.0,73.6,50,0
221914,96249,326,53,2020-09-21,2020-09-22,6,68562,50,99.0,15,4950.0,742.5,2700.0,5692.5,50,0
222646,85883,262,39,2020-09-26,2020-09-27,13,68785,50,1.14,15,57.0,8.55,29.0,65.55,50,0
223500,103353,276,66,2020-09-29,2020-09-30,8,69044,50,20.0,15,1000.0,150.0,500.0,1150.0,50,0
224147,53050,251,67,2020-10-03,2020-10-04,15,69249,50,4.5,15,225.0,33.75,115.0,258.75,50,0
225218,78038,299,50,2020-10-09,2020-10-10,15,69574,50,102.0,15,5100.0,765.0,2350.0,5865.0,50,0
227779,86057,239,35,2020-10-22,2020-10-23,15,70367,50,2.04,15,102.0,15.3,49.5,117.3,50,0
227985,87114,397,43,2020-10-22,,14,70430,50,1.05,15,52.5,7.88,25.0,60.38,50,0
1614,67557,402,66,2017-06-01,2017-06-05,16,570,10,20.0,15,200.0,30.0,100.0,230.0,10,0
4906,61793,254,7,2017-06-21,2017-06-24,8,1545,10,87.0,15,870.0,130.5,520.0,1000.5,10,0
6257,47673,256,44,2017-06-30,2017-07-08,3,1935,10,240.0,15,2400.0,360.0,1300.0,2760.0,10,0
6965,67032,390,105,2017-07-05,2017-07-06,6,2142,10,34.0,15,340.0,51.0,100.0,391.0,10,0
9248,48589,362,147,2017-07-24,2017-07-29,8,2848,10,285.0,15,2850.0,427.5,1300.0,3277.5,10,0
12070,55146,262,56,2017-08-07,2017-08-11,13,3703,10,112.0,15,1120.0,168.0,530.0,1288.0,10,0
14163,54755,303,56,2017-08-20,2017-08-24,6,4345,10,112.0,15,1120.0,168.0,530.0,1288.0,10,0
15648,48331,347,103,2017-08-30,2017-09-08,8,4811,10,34.0,15,340.0,51.0,100.0,391.0,10,0
17281,56631,357,59,2017-09-08,2017-09-10,13,5320,10,108.0,15,1080.0,162.0,920.0,1242.0,10,0
25407,52657,342,44,2017-10-25,2017-10-30,16,7822,10,240.0,15,2400.0,360.0,1300.0,2760.0,10,0
25992,73351,367,6,2017-10-27,2017-11-02,13,7999,10,90.0,15,900.0,135.0,360.0,1035.0,10,0
28419,56239,325,59,2017-11-10,2017-11-14,6,8756,10,108.0,15,1080.0,162.0,920.0,1242.0,10,0
29231,68728,245,217,2017-11-15,2017-11-20,6,8999,10,18.5,15,185.0,27.75,72.5,212.75,10,0
34471,48147,266,66,2017-12-12,2017-12-14,13,10622,10,20.0,15,200.0,30.0,100.0,230.0,10,0
34472,48147,266,53,2017-12-12,2017-12-15,13,10622,10,99.0,15,990.0,148.5,540.0,1138.5,10,0
35239,63191,282,60,2017-12-17,2017-12-18,6,10871,10,33.0,15,330.0,49.5,180.0,379.5,10,0
35363,67032,390,62,2017-12-17,2017-12-18,6,10906,10,105.0,15,1050.0,157.5,490.0,1207.5,10,0
43486,67032,390,145,2018-02-07,2018-02-08,6,13428,10,345.0,15,3450.0,517.5,1400.0,3967.5,10,0
46043,46952,225,105,2018-02-21,2018-02-24,6,14214,10,34.0,15,340.0,51.0,100.0,391.0,10,0
46320,57592,216,60,2018-02-23,2018-02-24,8,14293,10,33.0,15,330.0,49.5,180.0,379.5,10,0
46504,44701,241,47,2018-02-24,2018-02-25,13,14347,10,105.0,15,1050.0,157.5,580.0,1207.5,10,0
47606,64966,372,4,2018-03-04,2018-03-05,14,14686,10,12.5,15,125.0,18.75,65.0,143.75,10,0
48707,41358,221,5,2018-03-11,2018-03-12,3,15024,10,1899.0,15,18990.0,2848.5,7590.0,21838.5,10,0
50253,42455,365,46,2018-03-20,2018-03-21,15,15488,10,240.0,15,2400.0,360.0,1300.0,2760.0,10,0
50718,86471,235,154,2018-03-22,2018-03-24,16,15633,10,45.0,15,450.0,67.5,295.0,517.5,10,0
52866,41497,253,53,2018-04-04,2018-04-05,3,16282,10,99.0,15,990.0,148.5,540.0,1138.5,10,0
57382,57592,216,1,2018-05-01,2018-05-09,8,17670,10,50.0,15,500.0,75.0,240.0,575.0,10,0
58209,92554,366,6,2018-05-06,2018-05-07,7,17927,10,90.0,15,900.0,135.0,360.0,1035.0,10,0
111168,40608,274,57,2019-03-02,2019-03-09,3,34240,10,37.0,15,370.0,55.5,230.0,425.5,10,0
115412,80089,270,4,2019-03-22,2019-03-24,8,35535,10,12.5,15,125.0,18.75,65.0,143.75,10,0
117253,77088,281,65,2019-03-29,2019-04-03,3,36104,10,24.0,15,240.0,36.0,110.0,276.0,10,0
117341,83631,359,65,2019-03-30,2019-04-04,15,36131,10,24.0,15,240.0,36.0,110.0,276.0,10,0
123515,95538,219,55,2019-05-07,2019-05-08,7,38021,10,26.0,15,260.0,39.0,90.0,299.0,10,0
124987,41466,384,45,2019-05-14,2019-05-15,3,38478,10,240.0,15,2400.0,360.0,1300.0,2760.0,10,0
62891,41358,221,7,2018-06-02,2018-06-03,3,19357,10,87.0,15,870.0,130.5,520.0,1000.5,10,0
63970,90634,242,2,2018-06-09,2018-06-10,6,19686,10,37.5,15,375.0,56.25,195.0,431.25,10,0
