Date,Month,Month Number,Quarter,Year,ISO Week Number
2019-10-27,October,10,Q4,2019,43
2019-10-28,October,10,Q4,2019,44
2019-10-29,October,10,Q4,2019,44
2019-10-30,October,10,Q4,2019,44
2019-10-31,October,10,Q4,2019,44
2019-11-01,November,11,Q4,2019,44
2019-11-02,November,11,Q4,2019,44
2019-11-03,November,11,Q4,2019,44
2019-11-04,November,11,Q4,2019,45
2019-11-05,November,11,Q4,2019,45
2019-11-06,November,11,Q4,2019,45
2019-11-07,November,11,Q4,2019,45
2019-11-08,November,11,Q4,2019,45
2019-11-09,November,11,Q4,2019,45
2019-11-10,November,11,Q4,2019,45
2019-11-11,November,11,Q4,2019,46
2019-11-12,November,11,Q4,2019,46
2019-11-13,November,11,Q4,2019,46
2019-11-14,November,11,Q4,2019,46
2019-11-15,November,11,Q4,2019,46
2019-11-16,November,11,Q4,2019,46
2019-11-17,November,11,Q4,2019,46
2019-11-18,November,11,Q4,2019,47
2019-11-19,November,11,Q4,2019,47
2019-11-20,November,11,Q4,2019,47
2019-11-21,November,11,Q4,2019,47
2019-11-22,November,11,Q4,2019,47
2019-11-23,November,11,Q4,2019,47
2019-11-24,November,11,Q4,2019,47
2019-11-25,November,11,Q4,2019,48
2019-11-26,November,11,Q4,2019,48
2019-11-27,November,11,Q4,2019,48
2019-11-28,November,11,Q4,2019,48
2019-11-29,November,11,Q4,2019,48
2019-11-30,November,11,Q4,2019,48
2019-12-01,December,12,Q4,2019,48
2019-12-02,December,12,Q4,2019,49
2019-12-03,December,12,Q4,2019,49
2019-12-04,December,12,Q4,2019,49
2019-12-05,December,12,Q4,2019,49
2019-12-06,December,12,Q4,2019,49
2019-12-07,December,12,Q4,2019,49
2019-12-08,December,12,Q4,2019,49
2019-12-09,December,12,Q4,2019,50
2019-12-10,December,12,Q4,2019,50
2019-12-11,December,12,Q4,2019,50
2019-12-12,December,12,Q4,2019,50
2019-12-13,December,12,Q4,2019,50
2019-12-14,December,12,Q4,2019,50
2019-12-15,December,12,Q4,2019,50
2019-12-16,December,12,Q4,2019,51
2019-12-17,December,12,Q4,2019,51
2019-12-18,December,12,Q4,2019,51
2019-12-19,December,12,Q4,2019,51
2019-12-20,December,12,Q4,2019,51
2019-12-21,December,12,Q4,2019,51
2019-12-22,December,12,Q4,2019,51
2019-12-23,December,12,Q4,2019,52
2019-12-24,December,12,Q4,2019,52
2019-12-25,December,12,Q4,2019,52
2019-12-26,December,12,Q4,2019,52
2019-12-27,December,12,Q4,2019,52
2019-12-28,December,12,Q4,2019,52
2019-12-29,December,12,Q4,2019,52
2019-12-30,December,12,Q4,2019,1
2019-12-31,December,12,Q4,2019,1
2020-01-01,January,1,Q1,2020,1
2020-01-02,January,1,Q1,2020,1
2020-01-03,January,1,Q1,2020,1
2020-01-04,January,1,Q1,2020,1
2020-01-05,January,1,Q1,2020,1
2020-01-06,January,1,Q1,2020,2
2020-01-07,January,1,Q1,2020,2
2020-01-08,January,1,Q1,2020,2
2020-01-09,January,1,Q1,2020,2
2020-01-10,January,1,Q1,2020,2
2020-01-11,January,1,Q1,2020,2
2020-01-12,January,1,Q1,2020,2
2020-01-13,January,1,Q1,2020,3
2020-01-14,January,1,Q1,2020,3
2020-01-15,January,1,Q1,2020,3
2020-01-16,January,1,Q1,2020,3
2020-01-17,January,1,Q1,2020,3
2020-01-18,January,1,Q1,2020,3
2020-01-19,January,1,Q1,2020,3
2020-01-20,January,1,Q1,2020,4
2020-01-21,January,1,Q1,2020,4
2020-01-22,January,1,Q1,2020,4
2020-01-23,January,1,Q1,2020,4
2020-01-24,January,1,Q1,2020,4
2020-01-25,January,1,Q1,2020,4
2020-01-26,January,1,Q1,2020,4
2020-01-27,January,1,Q1,2020,5
2020-01-28,January,1,Q1,2020,5
2020-01-29,January,1,Q1,2020,5
2020-01-30,January,1,Q1,2020,5
2020-01-31,January,1,Q1,2020,5
2020-02-01,February,2,Q1,2020,5
2020-02-02,February,2,Q1,2020,5
2020-02-03,February,2,Q1,2020,6
2020-02-04,February,2,Q1,2020,6
2020-02-05,February,2,Q1,2020,6
2020-02-06,February,2,Q1,2020,6
2020-02-07,February,2,Q1,2020,6
2020-02-08,February,2,Q1,2020,6
2020-02-09,February,2,Q1,2020,6
2020-02-10,February,2,Q1,2020,7
2020-02-11,February,2,Q1,2020,7
2020-02-12,February,2,Q1,2020,7
2020-02-13,February,2,Q1,2020,7
2020-02-14,February,2,Q1,2020,7
2020-02-15,February,2,Q1,2020,7
2020-02-16,February,2,Q1,2020,7
2020-02-17,February,2,Q1,2020,8
2020-02-18,February,2,Q1,2020,8
2020-02-19,February,2,Q1,2020,8
2020-02-20,February,2,Q1,2020,8
2020-02-21,February,2,Q1,2020,8
2020-02-22,February,2,Q1,2020,8
2020-02-23,February,2,Q1,2020,8
2020-02-24,February,2,Q1,2020,9
2020-02-25,February,2,Q1,2020,9
2020-02-26,February,2,Q1,2020,9
2020-02-27,February,2,Q1,2020,9
2020-02-28,February,2,Q1,2020,9
2020-02-29,February,2,Q1,2020,9
2020-03-01,March,3,Q1,2020,9
2020-03-02,March,3,Q1,2020,10
2020-03-03,March,3,Q1,2020,10
2020-03-04,March,3,Q1,2020,10
2020-03-05,March,3,Q1,2020,10
2020-03-06,March,3,Q1,2020,10
2020-03-07,March,3,Q1,2020,10
2020-03-08,March,3,Q1,2020,10
2020-03-09,March,3,Q1,2020,11
2020-03-10,March,3,Q1,2020,11
2020-03-11,March,3,Q1,2020,11
2020-03-12,March,3,Q1,2020,11
2020-03-13,March,3,Q1,2020,11
2020-03-14,March,3,Q1,2020,11
2020-03-15,March,3,Q1,2020,11
2020-03-16,March,3,Q1,2020,12
2020-03-17,March,3,Q1,2020,12
2020-03-18,March,3,Q1,2020,12
2020-03-19,March,3,Q1,2020,12
2020-03-20,March,3,Q1,2020,12
2020-03-21,March,3,Q1,2020,12
2020-03-22,March,3,Q1,2020,12
2020-03-23,March,3,Q1,2020,13
2020-03-24,March,3,Q1,2020,13
2020-03-25,March,3,Q1,2020,13
2020-03-26,March,3,Q1,2020,13
2020-03-27,March,3,Q1,2020,13
2020-03-28,March,3,Q1,2020,13
2020-03-29,March,3,Q1,2020,13
2020-03-30,March,3,Q1,2020,14
2020-03-31,March,3,Q1,2020,14
2020-04-01,April,4,Q2,2020,14
2020-04-02,April,4,Q2,2020,14
2020-04-03,April,4,Q2,2020,14
2020-04-04,April,4,Q2,2020,14
2020-04-05,April,4,Q2,2020,14
2020-04-06,April,4,Q2,2020,15
2020-04-07,April,4,Q2,2020,15
2020-04-08,April,4,Q2,2020,15
2020-04-09,April,4,Q2,2020,15
2020-04-10,April,4,Q2,2020,15
2020-04-11,April,4,Q2,2020,15
2020-04-12,April,4,Q2,2020,15
2020-04-13,April,4,Q2,2020,16
2020-04-14,April,4,Q2,2020,16
2020-04-15,April,4,Q2,2020,16
2020-04-16,April,4,Q2,2020,16
2020-04-17,April,4,Q2,2020,16
2020-04-18,April,4,Q2,2020,16
2020-04-19,April,4,Q2,2020,16
2020-04-20,April,4,Q2,2020,17
2020-04-21,April,4,Q2,2020,17
2020-04-22,April,4,Q2,2020,17
2020-04-23,April,4,Q2,2020,17
2020-04-24,April,4,Q2,2020,17
2020-04-25,April,4,Q2,2020,17
2020-04-26,April,4,Q2,2020,17
2020-04-27,April,4,Q2,2020,18
2020-04-28,April,4,Q2,2020,18
2020-04-29,April,4,Q2,2020,18
2020-04-30,April,4,Q2,2020,18
2020-05-01,May,5,Q2,2020,18
2020-05-02,May,5,Q2,2020,18
2020-05-03,May,5,Q2,2020,18
2020-05-04,May,5,Q2,2020,19
2020-05-05,May,5,Q2,2020,19
2020-05-06,May,5,Q2,2020,19
2020-05-07,May,5,Q2,2020,19
2020-05-08,May,5,Q2,2020,19
2020-05-09,May,5,Q2,2020,19
2020-05-10,May,5,Q2,2020,19
2020-05-11,May,5,Q2,2020,20
2020-05-12,May,5,Q2,2020,20
2020-05-13,May,5,Q2,2020,20
2020-05-14,May,5,Q2,2020,20
2020-05-15,May,5,Q2,2020,20
2020-05-16,May,5,Q2,2020,20
2020-05-17,May,5,Q2,2020,20
2020-05-18,May,5,Q2,2020,21
2020-05-19,May,5,Q2,2020,21
2020-05-20,May,5,Q2,2020,21
2020-05-21,May,5,Q2,2020,21
2020-05-22,May,5,Q2,2020,21
2020-05-23,May,5,Q2,2020,21
2020-05-24,May,5,Q2,2020,21
2020-05-25,May,5,Q2,2020,22
2020-05-26,May,5,Q2,2020,22
2020-05-27,May,5,Q2,2020,22
2020-05-28,May,5,Q2,2020,22
2020-05-29,May,5,Q2,2020,22
2020-05-30,May,5,Q2,2020,22
2020-05-31,May,5,Q2,2020,22
2020-06-01,June,6,Q2,2020,23
2020-06-02,June,6,Q2,2020,23
2020-06-03,June,6,Q2,2020,23
2020-06-04,June,6,Q2,2020,23
2020-06-05,June,6,Q2,2020,23
2020-06-06,June,6,Q2,2020,23
2020-06-07,June,6,Q2,2020,23
2020-06-08,June,6,Q2,2020,24
2020-06-09,June,6,Q2,2020,24
2020-06-10,June,6,Q2,2020,24
2020-06-11,June,6,Q2,2020,24
2020-06-12,June,6,Q2,2020,24
2020-06-13,June,6,Q2,2020,24
2020-06-14,June,6,Q2,2020,24
2020-06-15,June,6,Q2,2020,25
2020-06-16,June,6,Q2,2020,25
2020-06-17,June,6,Q2,2020,25
2020-06-18,June,6,Q2,2020,25
2020-06-19,June,6,Q2,2020,25
2020-06-20,June,6,Q2,2020,25
2020-06-21,June,6,Q2,2020,25
2020-06-22,June,6,Q2,2020,26
2020-06-23,June,6,Q2,2020,26
2020-06-24,June,6,Q2,2020,26
2020-06-25,June,6,Q2,2020,26
2020-06-26,June,6,Q2,2020,26
2020-06-27,June,6,Q2,2020,26
2020-06-28,June,6,Q2,2020,26
2020-06-29,June,6,Q2,2020,27
2020-06-30,June,6,Q2,2020,27
2020-07-01,July,7,Q3,2020,27
2020-07-02,July,7,Q3,2020,27
2020-07-03,July,7,Q3,2020,27
2020-07-04,July,7,Q3,2020,27
2020-07-05,July,7,Q3,2020,27
2020-07-06,July,7,Q3,2020,28
2020-07-07,July,7,Q3,2020,28
2020-07-08,July,7,Q3,2020,28
2020-07-09,July,7,Q3,2020,28
2020-07-10,July,7,Q3,2020,28
2020-07-11,July,7,Q3,2020,28
2020-07-12,July,7,Q3,2020,28
2020-07-13,July,7,Q3,2020,29
2020-07-14,July,7,Q3,2020,29
2020-07-15,July,7,Q3,2020,29
2020-07-16,July,7,Q3,2020,29
2020-07-17,July,7,Q3,2020,29
2020-07-18,July,7,Q3,2020,29
2020-07-19,July,7,Q3,2020,29
2020-07-20,July,7,Q3,2020,30
2020-07-21,July,7,Q3,2020,30
2020-07-22,July,7,Q3,2020,30
2020-07-23,July,7,Q3,2020,30
2020-07-24,July,7,Q3,2020,30
2020-07-25,July,7,Q3,2020,30
2020-07-26,July,7,Q3,2020,30
2020-07-27,July,7,Q3,2020,31
2020-07-28,July,7,Q3,2020,31
2020-07-29,July,7,Q3,2020,31
2020-07-30,July,7,Q3,2020,31
2020-07-31,July,7,Q3,2020,31
2020-08-01,August,8,Q3,2020,31
2020-08-02,August,8,Q3,2020,31
2020-08-03,August,8,Q3,2020,32
2020-08-04,August,8,Q3,2020,32
2020-08-05,August,8,Q3,2020,32
2020-08-06,August,8,Q3,2020,32
2020-08-07,August,8,Q3,2020,32
2020-08-08,August,8,Q3,2020,32
2020-08-09,August,8,Q3,2020,32
2020-08-10,August,8,Q3,2020,33
2020-08-11,August,8,Q3,2020,33
2020-08-12,August,8,Q3,2020,33
2020-08-13,August,8,Q3,2020,33
2020-08-14,August,8,Q3,2020,33
2020-08-15,August,8,Q3,2020,33
2020-08-16,August,8,Q3,2020,33
2020-08-17,August,8,Q3,2020,34
2020-08-18,August,8,Q3,2020,34
2020-08-19,August,8,Q3,2020,34
2020-08-20,August,8,Q3,2020,34
2020-08-21,August,8,Q3,2020,34
2020-08-22,August,8,Q3,2020,34
2020-08-23,August,8,Q3,2020,34
2020-08-24,August,8,Q3,2020,35
2020-08-25,August,8,Q3,2020,35
2020-08-26,August,8,Q3,2020,35
2020-08-27,August,8,Q3,2020,35
2020-08-28,August,8,Q3,2020,35
2020-08-29,August,8,Q3,2020,35
2020-08-30,August,8,Q3,2020,35
2020-08-31,August,8,Q3,2020,36
2020-09-01,September,9,Q3,2020,36
2020-09-02,September,9,Q3,2020,36
2020-09-03,September,9,Q3,2020,36
2020-09-04,September,9,Q3,2020,36
2020-09-05,September,9,Q3,2020,36
2020-09-06,September,9,Q3,2020,36
2020-09-07,September,9,Q3,2020,37
2020-09-08,September,9,Q3,2020,37
2020-09-09,September,9,Q3,2020,37
2020-09-10,September,9,Q3,2020,37
2020-09-11,September,9,Q3,2020,37
2020-09-12,September,9,Q3,2020,37
2020-09-13,September,9,Q3,2020,37
2020-09-14,September,9,Q3,2020,38
2020-09-15,September,9,Q3,2020,38
2020-09-16,September,9,Q3,2020,38
2020-09-17,September,9,Q3,2020,38
2020-09-18,September,9,Q3,2020,38
2020-09-19,September,9,Q3,2020,38
2020-09-20,September,9,Q3,2020,38
2020-09-21,September,9,Q3,2020,39
2020-09-22,September,9,Q3,2020,39
2020-09-23,September,9,Q3,2020,39
2020-09-24,September,9,Q3,2020,39
2020-09-25,September,9,Q3,2020,39
2020-09-26,September,9,Q3,2020,39
2020-09-27,September,9,Q3,2020,39
2020-09-28,September,9,Q3,2020,40
2020-09-29,September,9,Q3,2020,40
2020-09-30,September,9,Q3,2020,40
2020-10-01,October,10,Q4,2020,40
2020-10-02,October,10,Q4,2020,40
2020-10-03,October,10,Q4,2020,40
2020-10-04,October,10,Q4,2020,40
2020-10-05,October,10,Q4,2020,41
2020-10-06,October,10,Q4,2020,41
2020-10-07,October,10,Q4,2020,41
2020-10-08,October,10,Q4,2020,41
2020-10-09,October,10,Q4,2020,41
2020-10-10,October,10,Q4,2020,41
2020-10-11,October,10,Q4,2020,41
2020-10-12,October,10,Q4,2020,42
2020-10-13,October,10,Q4,2020,42
2020-10-14,October,10,Q4,2020,42
2020-10-15,October,10,Q4,2020,42
2020-10-16,October,10,Q4,2020,42
2020-10-17,October,10,Q4,2020,42
2020-10-18,October,10,Q4,2020,42
2020-10-19,October,10,Q4,2020,43
2020-10-20,October,10,Q4,2020,43
2020-10-21,October,10,Q4,2020,43
2020-10-22,October,10,Q4,2020,43
2020-10-23,October,10,Q4,2020,43
2020-10-24,October,10,Q4,2020,43
2020-10-25,October,10,Q4,2020,43
2020-10-26,October,10,Q4,2020,44
2020-10-27,October,10,Q4,2020,44
2020-10-28,October,10,Q4,2020,44
2020-10-29,October,10,Q4,2020,44
2020-10-30,October,10,Q4,2020,44
2020-10-31,October,10,Q4,2020,44
2020-11-01,November,11,Q4,2020,44
2020-11-02,November,11,Q4,2020,45
2020-11-03,November,11,Q4,2020,45
2020-11-04,November,11,Q4,2020,45
2020-11-05,November,11,Q4,2020,45
2020-11-06,November,11,Q4,2020,45
2020-11-07,November,11,Q4,2020,45
2020-11-08,November,11,Q4,2020,45
2020-11-09,November,11,Q4,2020,46
2020-11-10,November,11,Q4,2020,46
2020-11-11,November,11,Q4,2020,46
2020-11-12,November,11,Q4,2020,46
2020-11-13,November,11,Q4,2020,46
2020-11-14,November,11,Q4,2020,46
2020-11-15,November,11,Q4,2020,46
2020-11-16,November,11,Q4,2020,47
2020-11-17,November,11,Q4,2020,47
2020-11-18,November,11,Q4,2020,47
2020-11-19,November,11,Q4,2020,47
2020-11-20,November,11,Q4,2020,47
2020-11-21,November,11,Q4,2020,47
2020-11-22,November,11,Q4,2020,47
2020-11-23,November,11,Q4,2020,48
2020-11-24,November,11,Q4,2020,48
2020-11-25,November,11,Q4,2020,48
2020-11-26,November,11,Q4,2020,48
2020-11-27,November,11,Q4,2020,48
2020-11-28,November,11,Q4,2020,48
2020-11-29,November,11,Q4,2020,48
2020-11-30,November,11,Q4,2020,49
2020-12-01,December,12,Q4,2020,49
2020-12-02,December,12,Q4,2020,49
2020-12-03,December,12,Q4,2020,49
2020-12-04,December,12,Q4,2020,49
2020-12-05,December,12,Q4,2020,49
2020-12-06,December,12,Q4,2020,49
2020-12-07,December,12,Q4,2020,50
2020-12-08,December,12,Q4,2020,50
2020-12-09,December,12,Q4,2020,50
2020-12-10,December,12,Q4,2020,50
2020-12-11,December,12,Q4,2020,50
2020-12-12,December,12,Q4,2020,50
2020-12-13,December,12,Q4,2020,50
2020-12-14,December,12,Q4,2020,51
2020-12-15,December,12,Q4,2020,51
2020-12-16,December,12,Q4,2020,51
2020-12-17,December,12,Q4,2020,51
2020-12-18,December,12,Q4,2020,51
2020-12-19,December,12,Q4,2020,51
2020-12-20,December,12,Q4,2020,51
2020-12-21,December,12,Q4,2020,52
2020-12-22,December,12,Q4,2020,52
2020-12-23,December,12,Q4,2020,52
2020-12-24,December,12,Q4,2020,52
2020-12-25,December,12,Q4,2020,52
2020-12-26,December,12,Q4,2020,52
2020-12-27,December,12,Q4,2020,52
2020-12-28,December,12,Q4,2020,53
2020-12-29,December,12,Q4,2020,53
2020-12-30,December,12,Q4,2020,53
2020-12-31,December,12,Q4,2020,53
2021-01-01,January,1,Q1,2021,53
2021-01-02,January,1,Q1,2021,53
2021-01-03,January,1,Q1,2021,53
2021-01-04,January,1,Q1,2021,1
2021-01-05,January,1,Q1,2021,1
2021-01-06,January,1,Q1,2021,1
2021-01-07,January,1,Q1,2021,1
2021-01-08,January,1,Q1,2021,1
2021-01-09,January,1,Q1,2021,1
2021-01-10,January,1,Q1,2021,1
2021-01-11,January,1,Q1,2021,2
2021-01-12,January,1,Q1,2021,2
2021-01-13,January,1,Q1,2021,2
2021-01-14,January,1,Q1,2021,2
2021-01-15,January,1,Q1,2021,2
2021-01-16,January,1,Q1,2021,2
2021-01-17,January,1,Q1,2021,2
2021-01-18,January,1,Q1,2021,3
2021-01-19,January,1,Q1,2021,3
2021-01-20,January,1,Q1,2021,3
2021-01-21,January,1,Q1,2021,3
2021-01-22,January,1,Q1,2021,3
2021-01-23,January,1,Q1,2021,3
2021-01-24,January,1,Q1,2021,3
2021-01-25,January,1,Q1,2021,4
2021-01-26,January,1,Q1,2021,4
2021-01-27,January,1,Q1,2021,4
2021-01-28,January,1,Q1,2021,4
2021-01-29,January,1,Q1,2021,4
2021-01-30,January,1,Q1,2021,4
2021-01-31,January,1,Q1,2021,4
2021-02-01,February,2,Q1,2021,5
2021-02-02,February,2,Q1,2021,5
2021-02-03,February,2,Q1,2021,5
2021-02-04,February,2,Q1,2021,5
2021-02-05,February,2,Q1,2021,5
2021-02-06,February,2,Q1,2021,5
2021-02-07,February,2,Q1,2021,5
2021-02-08,February,2,Q1,2021,6
2021-02-09,February,2,Q1,2021,6
2021-02-10,February,2,Q1,2021,6
2021-02-11,February,2,Q1,2021,6
2021-02-12,February,2,Q1,2021,6
2021-02-13,February,2,Q1,2021,6
2021-02-14,February,2,Q1,2021,6
2021-02-15,February,2,Q1,2021,7
2021-02-16,February,2,Q1,2021,7
2021-02-17,February,2,Q1,2021,7
2021-02-18,February,2,Q1,2021,7
2021-02-19,February,2,Q1,2021,7
2021-02-20,February,2,Q1,2021,7
2021-02-21,February,2,Q1,2021,7
2021-02-22,February,2,Q1,2021,8
2021-02-23,February,2,Q1,2021,8
2021-02-24,February,2,Q1,2021,8
2021-02-25,February,2,Q1,2021,8
2021-02-26,February,2,Q1,2021,8
2021-02-27,February,2,Q1,2021,8
2021-02-28,February,2,Q1,2021,8
2021-03-01,March,3,Q1,2021,9
2021-03-02,March,3,Q1,2021,9
2021-03-03,March,3,Q1,2021,9
2021-03-04,March,3,Q1,2021,9
2021-03-05,March,3,Q1,2021,9
2021-03-06,March,3,Q1,2021,9
2021-03-07,March,3,Q1,2021,9
2021-03-08,March,3,Q1,2021,10
2021-03-09,March,3,Q1,2021,10
2021-03-10,March,3,Q1,2021,10
2021-03-11,March,3,Q1,2021,10
2021-03-12,March,3,Q1,2021,10
2021-03-13,March,3,Q1,2021,10
2021-03-14,March,3,Q1,2021,10
2021-03-15,March,3,Q1,2021,11
2021-03-16,March,3,Q1,2021,11
2021-03-17,March,3,Q1,2021,11
2021-03-18,March,3,Q1,2021,11
2021-03-19,March,3,Q1,2021,11
2021-03-20,March,3,Q1,2021,11
2021-03-21,March,3,Q1,2021,11
2021-03-22,March,3,Q1,2021,12
2021-03-23,March,3,Q1,2021,12
2021-03-24,March,3,Q1,2021,12
2021-03-25,March,3,Q1,2021,12
2021-03-26,March,3,Q1,2021,12
2021-03-27,March,3,Q1,2021,12
2021-03-28,March,3,Q1,2021,12
2021-03-29,March,3,Q1,2021,13
2021-03-30,March,3,Q1,2021,13
2021-03-31,March,3,Q1,2021,13
2021-04-01,April,4,Q2,2021,13
2021-04-02,April,4,Q2,2021,13
2021-04-03,April,4,Q2,2021,13
2021-04-04,April,4,Q2,2021,13
2021-04-05,April,4,Q2,2021,14
2021-04-06,April,4,Q2,2021,14
2021-04-07,April,4,Q2,2021,14
2021-04-08,April,4,Q2,2021,14
2021-04-09,April,4,Q2,2021,14
2021-04-10,April,4,Q2,2021,14
2021-04-11,April,4,Q2,2021,14
2021-04-12,April,4,Q2,2021,15
2021-04-13,April,4,Q2,2021,15
2021-04-14,April,4,Q2,2021,15
2021-04-15,April,4,Q2,2021,15
2021-04-16,April,4,Q2,2021,15
2021-04-17,April,4,Q2,2021,15
2021-04-18,April,4,Q2,2021,15
2021-04-19,April,4,Q2,2021,16
2021-04-20,April,4,Q2,2021,16
2021-04-21,April,4,Q2,2021,16
2021-04-22,April,4,Q2,2021,16
2021-04-23,April,4,Q2,2021,16
2021-04-24,April,4,Q2,2021,16
2021-04-25,April,4,Q2,2021,16
2021-04-26,April,4,Q2,2021,17
2021-04-27,April,4,Q2,2021,17
2021-04-28,April,4,Q2,2021,17
2021-04-29,April,4,Q2,2021,17
2021-04-30,April,4,Q2,2021,17
2021-05-01,May,5,Q2,2021,17
2021-05-02,May,5,Q2,2021,17
2021-05-03,May,5,Q2,2021,18
2021-05-04,May,5,Q2,2021,18
2021-05-05,May,5,Q2,2021,18
2021-05-06,May,5,Q2,2021,18
2021-05-07,May,5,Q2,2021,18
2021-05-08,May,5,Q2,2021,18
2021-05-09,May,5,Q2,2021,18
2021-05-10,May,5,Q2,2021,19
2021-05-11,May,5,Q2,2021,19
2021-05-12,May,5,Q2,2021,19
2021-05-13,May,5,Q2,2021,19
2021-05-14,May,5,Q2,2021,19
2021-05-15,May,5,Q2,2021,19
2021-05-16,May,5,Q2,2021,19
2021-05-17,May,5,Q2,2021,20
2021-05-18,May,5,Q2,2021,20
2021-05-19,May,5,Q2,2021,20
2021-05-20,May,5,Q2,2021,20
2021-05-21,May,5,Q2,2021,20
2021-05-22,May,5,Q2,2021,20
2021-05-23,May,5,Q2,2021,20
2021-05-24,May,5,Q2,2021,21
2021-05-25,May,5,Q2,2021,21
2021-05-26,May,5,Q2,2021,21
2021-05-27,May,5,Q2,2021,21
2021-05-28,May,5,Q2,2021,21
2021-05-29,May,5,Q2,2021,21
2021-05-30,May,5,Q2,2021,21
2021-05-31,May,5,Q2,2021,22
2021-06-01,June,6,Q2,2021,22
2021-06-02,June,6,Q2,2021,22
2021-06-03,June,6,Q2,2021,22
2021-06-04,June,6,Q2,2021,22
2021-06-05,June,6,Q2,2021,22
2021-06-06,June,6,Q2,2021,22
2021-06-07,June,6,Q2,2021,23
2021-06-08,June,6,Q2,2021,23
2021-06-09,June,6,Q2,2021,23
2021-06-10,June,6,Q2,2021,23
2021-06-11,June,6,Q2,2021,23
2021-06-12,June,6,Q2,2021,23
2021-06-13,June,6,Q2,2021,23
2021-06-14,June,6,Q2,2021,24
2021-06-15,June,6,Q2,2021,24
2021-06-16,June,6,Q2,2021,24
2021-06-17,June,6,Q2,2021,24
2021-06-18,June,6,Q2,2021,24
2021-06-19,June,6,Q2,2021,24
2021-06-20,June,6,Q2,2021,24
2021-06-21,June,6,Q2,2021,25
2021-06-22,June,6,Q2,2021,25
2021-06-23,June,6,Q2,2021,25
2021-06-24,June,6,Q2,2021,25
2021-06-25,June,6,Q2,2021,25
2021-06-26,June,6,Q2,2021,25
2021-06-27,June,6,Q2,2021,25
2021-06-28,June,6,Q2,2021,26
2021-06-29,June,6,Q2,2021,26
2021-06-30,June,6,Q2,2021,26
2021-07-01,July,7,Q3,2021,26
2021-07-02,July,7,Q3,2021,26
2021-07-03,July,7,Q3,2021,26
2021-07-04,July,7,Q3,2021,26
2021-07-05,July,7,Q3,2021,27
2021-07-06,July,7,Q3,2021,27
2021-07-07,July,7,Q3,2021,27
2021-07-08,July,7,Q3,2021,27
2021-07-09,July,7,Q3,2021,27
2021-07-10,July,7,Q3,2021,27
2021-07-11,July,7,Q3,2021,27
2021-07-12,July,7,Q3,2021,28
2021-07-13,July,7,Q3,2021,28
2021-07-14,July,7,Q3,2021,28
2021-07-15,July,7,Q3,2021,28
2021-07-16,July,7,Q3,2021,28
2021-07-17,July,7,Q3,2021,28
2021-07-18,July,7,Q3,2021,28
2021-07-19,July,7,Q3,2021,29
2021-07-20,July,7,Q3,2021,29
2021-07-21,July,7,Q3,2021,29
2021-07-22,July,7,Q3,2021,29
2021-07-23,July,7,Q3,2021,29
2021-07-24,July,7,Q3,2021,29
2021-07-25,July,7,Q3,2021,29
2021-07-26,July,7,Q3,2021,30
2021-07-27,July,7,Q3,2021,30
2021-07-28,July,7,Q3,2021,30
2021-07-29,July,7,Q3,2021,30
2021-07-30,July,7,Q3,2021,30
2021-07-31,July,7,Q3,2021,30
2021-08-01,August,8,Q3,2021,30
2021-08-02,August,8,Q3,2021,31
2021-08-03,August,8,Q3,2021,31
2021-08-04,August,8,Q3,2021,31
2021-08-05,August,8,Q3,2021,31
2021-08-06,August,8,Q3,2021,31
2021-08-07,August,8,Q3,2021,31
2021-08-08,August,8,Q3,2021,31
2021-08-09,August,8,Q3,2021,32
2021-08-10,August,8,Q3,2021,32
2021-08-11,August,8,Q3,2021,32
2021-08-12,August,8,Q3,2021,32
2021-08-13,August,8,Q3,2021,32
2021-08-14,August,8,Q3,2021,32
2021-08-15,August,8,Q3,2021,32
2021-08-16,August,8,Q3,2021,33
2021-08-17,August,8,Q3,2021,33
2021-08-18,August,8,Q3,2021,33
2021-08-19,August,8,Q3,2021,33
2021-08-20,August,8,Q3,2021,33
2021-08-21,August,8,Q3,2021,33
2021-08-22,August,8,Q3,2021,33
2021-08-23,August,8,Q3,2021,34
2021-08-24,August,8,Q3,2021,34
2021-08-25,August,8,Q3,2021,34
2021-08-26,August,8,Q3,2021,34
2021-08-27,August,8,Q3,2021,34
2021-08-28,August,8,Q3,2021,34
2021-08-29,August,8,Q3,2021,34
2021-08-30,August,8,Q3,2021,35
2021-08-31,August,8,Q3,2021,35
2021-09-01,September,9,Q3,2021,35
2021-09-02,September,9,Q3,2021,35
2021-09-03,September,9,Q3,2021,35
2021-09-04,September,9,Q3,2021,35
2021-09-05,September,9,Q3,2021,35
2021-09-06,September,9,Q3,2021,36
2021-09-07,September,9,Q3,2021,36
2021-09-08,September,9,Q3,2021,36
2021-09-09,September,9,Q3,2021,36
2021-09-10,September,9,Q3,2021,36
2021-09-11,September,9,Q3,2021,36
2021-09-12,September,9,Q3,2021,36
2021-09-13,September,9,Q3,2021,37
2021-09-14,September,9,Q3,2021,37
2021-09-15,September,9,Q3,2021,37
2021-09-16,September,9,Q3,2021,37
2021-09-17,September,9,Q3,2021,37
2021-09-18,September,9,Q3,2021,37
2021-09-19,September,9,Q3,2021,37
2021-09-20,September,9,Q3,2021,38
2021-09-21,September,9,Q3,2021,38
2021-09-22,September,9,Q3,2021,38
2021-09-23,September,9,Q3,2021,38
